"","site","sensor","date","year","month","day","daily_mean_temp","daily_mean_humid"
"183","Bülach - Feldermösli",531,2019-12-03,"2019","12","03",0.220704225352113,79.5321830985915
"184","Bülach - Feldermösli",531,2019-12-04,"2019","12","04",-1.09985915492958,89.5666197183099
"185","Bülach - Feldermösli",531,2019-12-05,"2019","12","05",-0.0862237762237762,96.4481818181818
"186","Bülach - Feldermösli",531,2019-12-06,"2019","12","06",2.65316901408451,84.7695070422535
"187","Bülach - Feldermösli",531,2019-12-07,"2019","12","07",7.12791666666667,82.3643055555556
"188","Bülach - Feldermösli",531,2019-12-08,"2019","12","08",7.80021897810219,79.7498540145985
"189","Bülach - Feldermösli",531,2019-12-09,"2019","12","09",6.52986013986014,81.7803496503496
"190","Bülach - Feldermösli",531,2019-12-10,"2019","12","10",2.29006993006993,84.758041958042
"191","Bülach - Feldermösli",531,2019-12-11,"2019","12","11",-0.916180555555556,95.4167361111111
"192","Bülach - Feldermösli",531,2019-12-12,"2019","12","12",1.65524475524476,92.2403496503497
"193","Bülach - Feldermösli",531,2019-12-13,"2019","12","13",2.30935714285714,90.9897142857143
"194","Bülach - Feldermösli",531,2019-12-14,"2019","12","14",7.06906779661017,77.1414406779661
"195","Bülach - Feldermösli",531,2019-12-15,"2019","12","15",10.5762931034483,78.1201724137931
"196","Bülach - Feldermösli",531,2019-12-16,"2019","12","16",3.45619718309859,95.9338028169014
"197","Bülach - Feldermösli",531,2019-12-17,"2019","12","17",3.09657342657343,97.7302797202797
"198","Bülach - Feldermösli",531,2019-12-18,"2019","12","18",5.325625,93.7159722222222
"199","Bülach - Feldermösli",531,2019-12-19,"2019","12","19",2.89442857142857,98.9657142857143
"200","Bülach - Feldermösli",531,2019-12-20,"2019","12","20",3.58371428571429,96.7017857142857
"201","Bülach - Feldermösli",531,2019-12-21,"2019","12","21",4.59340425531915,96.204609929078
"202","Bülach - Feldermösli",531,2019-12-22,"2019","12","22",5.64734265734266,92.4384615384615
"203","Bülach - Feldermösli",531,2019-12-23,"2019","12","23",5.40359154929577,91.3109154929577
"204","Bülach - Feldermösli",531,2019-12-24,"2019","12","24",5.69204225352113,91.7753521126761
"205","Bülach - Feldermösli",531,2019-12-25,"2019","12","25",6.11248226950355,90.0196453900709
"206","Bülach - Feldermösli",531,2019-12-26,"2019","12","26",2.65559440559441,96.5567832167832
"207","Bülach - Feldermösli",531,2019-12-27,"2019","12","27",5.71215277777778,96.6784722222222
"208","Bülach - Feldermösli",531,2019-12-28,"2019","12","28",2.92699300699301,89.8518181818182
"209","Bülach - Feldermösli",531,2019-12-29,"2019","12","29",-0.543146853146853,88.8468531468531
"210","Bülach - Feldermösli",531,2019-12-30,"2019","12","30",-1.10414285714286,94.3431428571429
"211","Bülach - Feldermösli",531,2019-12-31,"2019","12","31",-0.942708333333333,98.2486805555556
"212","Bülach - Feldermösli",531,2020-01-01,"2020","01","01",-1.11014084507042,97.6795774647887
"213","Bülach - Feldermösli",531,2020-01-02,"2020","01","02",-1.14091549295775,97.8933098591549
"214","Bülach - Feldermösli",531,2020-01-03,"2020","01","03",2.97342657342657,93.2595804195804
"215","Bülach - Feldermösli",531,2020-01-04,"2020","01","04",5.45823943661972,87.0004929577465
"216","Bülach - Feldermösli",531,2020-01-05,"2020","01","05",1.89161971830986,88.5658450704225
"217","Bülach - Feldermösli",531,2020-01-06,"2020","01","06",-0.221408450704225,98.2102112676056
"218","Bülach - Feldermösli",531,2020-01-07,"2020","01","07",2.47792857142857,92.5137857142857
"219","Bülach - Feldermösli",531,2020-01-08,"2020","01","08",2.3645,91.6492857142857
"220","Bülach - Feldermösli",531,2020-01-09,"2020","01","09",6.31858156028369,64.3668794326241
"221","Bülach - Feldermösli",531,2020-01-10,"2020","01","10",8.29843971631206,70.6633333333333
"222","Bülach - Feldermösli",531,2020-01-11,"2020","01","11",4.02902097902098,90.546993006993
"223","Bülach - Feldermösli",531,2020-01-12,"2020","01","12",0.90013986013986,92.7044055944056
"224","Bülach - Feldermösli",531,2020-01-13,"2020","01","13",0.356056338028169,92.3461971830986
"225","Bülach - Feldermösli",531,2020-01-14,"2020","01","14",2.64109489051095,77.1574452554745
"226","Bülach - Feldermösli",531,2020-01-15,"2020","01","15",4.80007142857143,73.0373571428571
"227","Bülach - Feldermösli",531,2020-01-16,"2020","01","16",5.91377622377622,74.5768531468532
"228","Bülach - Feldermösli",531,2020-01-17,"2020","01","17",2.74407142857143,91.2047142857143
"229","Bülach - Feldermösli",531,2020-01-18,"2020","01","18",3.74099290780142,84.4830496453901
"230","Bülach - Feldermösli",531,2020-01-19,"2020","01","19",0.188571428571429,90.9451428571429
"231","Bülach - Feldermösli",531,2020-01-20,"2020","01","20",1.07624113475177,81.0541134751773
"232","Bülach - Feldermösli",531,2020-01-21,"2020","01","21",-1.13414285714286,86.127
"233","Bülach - Feldermösli",531,2020-01-22,"2020","01","22",-2.16355072463768,95.2839855072464
"234","Bülach - Feldermösli",531,2020-01-23,"2020","01","23",-2.39086330935252,92.8192086330935
"235","Bülach - Feldermösli",531,2020-01-24,"2020","01","24",-0.813768115942029,93.4123188405797
"236","Bülach - Feldermösli",531,2020-01-25,"2020","01","25",-1.69342857142857,99.8683571428571
"237","Bülach - Feldermösli",531,2020-01-26,"2020","01","26",0.213669064748201,99.1843165467626
"238","Bülach - Feldermösli",531,2020-01-27,"2020","01","27",5.85965034965035,85.3796503496503
"239","Bülach - Feldermösli",531,2020-01-28,"2020","01","28",5.36138888888889,81.3055555555556
"240","Bülach - Feldermösli",531,2020-01-29,"2020","01","29",3.67347222222222,88.6419444444444
"241","Bülach - Feldermösli",531,2020-01-30,"2020","01","30",5.69835714285714,84.0092857142857
"242","Bülach - Feldermösli",531,2020-01-31,"2020","01","31",10.9694444444444,85.6732638888889
"243","Bülach - Feldermösli",531,2020-02-01,"2020","02","01",10.1731468531469,84.2560839160839
"244","Bülach - Feldermösli",531,2020-02-02,"2020","02","02",11.194375,85.6843055555556
"245","Bülach - Feldermösli",531,2020-02-03,"2020","02","03",12.8023776223776,81.9904195804196
"246","Bülach - Feldermösli",531,2020-02-04,"2020","02","04",5.54647482014389,80.6945323741007
"247","Bülach - Feldermösli",531,2020-02-05,"2020","02","05",3.18962686567164,73.9759701492537
"248","Bülach - Feldermösli",531,2020-02-06,"2020","02","06",0.703758865248227,76.3273758865248
"249","Bülach - Feldermösli",531,2020-02-07,"2020","02","07",0.247342657342657,80.41
"250","Bülach - Feldermösli",531,2020-02-08,"2020","02","08",0.906783216783217,84.7753146853147
"251","Bülach - Feldermösli",531,2020-02-09,"2020","02","09",6.20412587412587,67.6898601398601
"252","Bülach - Feldermösli",531,2020-02-10,"2020","02","10",10.7362142857143,66.8593571428571
"253","Bülach - Feldermösli",531,2020-02-11,"2020","02","11",5.46801418439716,79.7124822695036
